titulo,tipo_principal,tipo_detalhado,gravidade,validado,tipo_corrigido,observacoes
Traficante investigado por estupro e homicídios morre em confronto com a polícia no interior do AM,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Assaltante é preso e reconhecido pelas vítimas em Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante do Comando Vermelho no Amazonas é preso com nome falso em Boa Vista,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Polícia Federal prende investigado por crime de abuso sexual infantil em Manaus,Abuso Sexual,Abuso sexual consumado,muito alta,NA,Abuso Sexual,NA
Irmãos são assassinados dentro de casa na zona norte de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia prende trio e apreende mais de R$ 25 mil durante operação em Maraã,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é alvo de tiros em avenida do bairro Santa Etelvina,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"""Frio e violento"": Polícia prende traficante venezuelano envolvido em vários crimes em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é preso em flagrante com drogas e dinheiro em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Quadrilha é presa em flagrante por roubo de celulares em terminal de ônibus de Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Operação conjunta resulta em apreensão de drogas avaliadas em R$ 36 milhões,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de homem não identificado é encontrado boiando no rio Solimões,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"""Temos direito a legítima defesa"", diz advogado de homem filmado agredindo mulher em saída de show",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem que tentou matar ex-companheira e empresário passa a ser considerado foragido da justiça,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Suspeito de assalto tem perna, braço e costelas quebradas por quatro homens na zona Norte de Manaus",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Em Tonantins, homem é preso em flagrante por agredir fisicamente e ameaçar os pais",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por abusar sexualmente e engravidar criança de 10 anos no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ciúmes: adolescente matou homem com cinco tiros na cabeça por ele conversar com sua namorada,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Sem aceitar a separação, homem invade casa e faz a ex-mulher e a filha reféns com uma faca",Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Homem é preso por estuprar a própria mãe de 79 anos no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dois homens são presos por tráfico de drogas e porte ilegal de arma na Zona Leste de Manaus,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Homem de 37 anos é morto a tiros na Zona Oeste de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Procurado por roubo e homicídio é capturado por policiais da 27ª Cicom,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem descumpre medida protetiva e agride a ex-companheira no momento que ela saía com as amigas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Especialistas alertam para os riscos dos encontros marcados pela internet,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Idoso de 67 anos é preso em Tabatinga por estupro de vulnerável,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Amazonense na Difusão Vermelha: Interpol procura Norval Santos por tráfico internacional,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
"Em Itacoatiara, homem é raptado de dentro de casa, torturado e assassinado com dez tiros",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Polícia procura homem que atirou contra empresário, dono de pizzaria",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia volta a prender suspeito de tortura e homicídio, após violação de medidas cautelares",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Após receber denúncia, Rocam prende dois foragidos da Justiça",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Jovem é preso por estupro e tentativa de estupro contra duas vizinhas em Humaitá,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Polícia recupera quase 50 motos roubadas no AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desarticula grupo criminoso que difamava e extorquia vítimas em rede social em Borba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia apreende mochila com armas abandonada por bandidos na zona rural de Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso suspeito de se passar por motorista de app para cometer roubos em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia prende homem em flagrante por furto de aparelhos celulares em ônibus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Agente da Polícia Federal é alvo de operação de combate ao tráfico de drogas no Aeroporto de Manaus,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
PMs recapturam seis fugitivos da Justiça em patrulhamentos pelas ruas de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é encontrado morto ao lado do Aeroclube de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Ex-militar confessa que planejou emboscada para agredir adolescente autista com socos e pauladas,Agressão Doméstica,Violência doméstica com lesão corporal,alta,NA,Agressão Doméstica,NA
Polícia apreende armamento abandonado por suspeitos na comunidade Rio Piorini,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Pistoleiros invadem churrascaria na Compensa e executam funcionário,Acerto de Contas,Execução por disputa/vingança,extrema,NA,Acerto de Contas,NA
Justiça condena a 10 anos de prisão homem que tentou matar a esposa durante festa de aniversário,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Bebê encontrada em saco de lixo Manaus pode ter morrido por asfixia; polícia investiga o caso,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é preso por torturar com martelo, estuprar e drogar enteados em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Jovens de 18 e 22 anos foram presos após uma série de assaltos no bairro Petrópolis,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia prende dupla e apreende armamento pesado usado por ‘piratas dos rios’,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PF desarticula grupo miliciano envolvido com a comercialização de ouro ilegal no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Operação ‘Cavalo de Aço’ apreende motocicletas irregulares na zona Norte,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Suspeito de latrocínio e corrupção de menor é preso em Tabatinga,Latrocínio,Roubo seguido de morte,extrema,NA,Latrocínio,NA
Corpo decapitado é encontrado em ramal da BR-174,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende mulher apontada como coautora de crimes de roubo e cárcere privado em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia divulga foto de suspeito de furto no Parque Dez,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia do interior do AM prende homem com armamento pesado de uso permitido,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Corpo de homem é encontrado com faca cravada no nariz dentro de um carrinho de bebê, na zona norte",Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Quatro foragidos da Justiça são capturados durante o fim de semana em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Com mãos e pés amarrados, corpo de homem é encontrado em área de mata no bairro Lago Azul",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Personal trainer que dopou e violentou mulher que conheceu em aplicativo é preso,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícias Civil e Militar prendem 12 ‘Piratas de Rio’ envolvidos em roubos e furtos em Tefé,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Polícia procura bandido envolvido em sequestro, tortura e assassinato em Nova Olinda do Norte",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Policiais da ROCAM apreendem armas usadas por ‘seguranças’ de boca de fumo na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Preso no Rio um dos maiores assaltantes de bancos do país,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Suspeito de estupro é morto a pauladas e pedradas na periferia de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Dema investiga morte de cadela a tiros por policial em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Após discussão, homem é morto em tocaia com tiro de espingarda em Presidente Figueiredo",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Narcoguerrilheiro colombiano solto por juiz desaparece e volta à lista de procurados,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Motorista de App é salvo após ser sequestrado por adolescentes armados,Sequestro/Cárcere Privado,Privação de liberdade com restrição,muito alta,NA,Sequestro/Cárcere Privado,NA
Polícia Civil alerta para golpistas que divulgam 'ofertas imperdíveis' na internet,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Prisão de pais por falta de pagamento de pensão alimentícia dispara no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Criança venezuelana de dois anos é encontrada morta dentro de fosso na 'bola do Coroado',Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
‘Fortaleza’ é preso durante operação da Polícia Civil em Presidente Figueiredo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Foragido da Justiça e mais três pessoas são presas com armas, drogas e katana em Coari",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil divulga imagem de jovem que desapareceu no bairro Compensa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil prende mandante de duas tentativas de homicídio em Uarini,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia desmonta laboratório de refino de cocaína no Coroado,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem é preso no Tarumã por assassinato que cometeu em 2021, no Rio Grande do Norte",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Bandidos ficam presos em ferragens de carro durante fuga na rua Maceió,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PF realiza combate ao garimpo ilegal e encontra trabalhadores em situação de escravidão no AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Justiça condena homem a 17 anos de prisão por atropelamento e morte de criança, em Manicoré",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Jovem de 22 anos é presa por suspeita de tráfico de drogas em Itamarati,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
"Em Tapauá, PC prende homem por ameaça no âmbito da violência doméstica contra companheira",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de bebê recém-nascido é encontrado dentro de saco plástico na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa por fazer arrastões em Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM e PCPE prendem homem por armazenamento de conteúdo pornográfico infanto-juvenil,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia desmonta armazém de droga na Compensa e apreende 400 kg de maconha,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Jovem de 22 anos é executado e corpo é encontrado na zona leste de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Partes de um corpo são encontradas dentro de mala abandona na zona norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem que matou a mãe na Zona Norte de Manaus é condenado a mais de 27 anos de prisão,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Peruano é encontrado morto dentro de casa na Zona Leste de Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Coari, homem é preso por estuprar companheira e filha",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de homem é encontrado amarrado e com marcas de tiros no bairro Novo Aleixo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Microempresária é presa com 226 tabletes de maconha e oxi na Cidade Nova; droga vale R$ 4 milhões,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Família pede ajuda para encontrar jovem que está desaparecido há vinte dias,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícias do AM e CE prendem homem foragido por roubos e furtos a residências e em veículos em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Homem é assassinado e casal suspeito do crime foge em carro de aplicativo,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Bandidos sequestram idoso e o fazem dirigir próprio carro para realizarem assaltos em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Policiais da Rocam desarticulam boca de fumo e prendem traficante no Alvorada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso na zona Oeste de Manaus com munições e camisas da Polícia Civil de São Paulo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Balsa petroleira perde controle e colide com porto em Humaitá,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Incêndio destrói casa na Zona Sul de Manaus e deixa idosa inconsciente,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Após confronto com policiais da ROCAM, suspeito morre e corpo afunda no rio em Novo Aripuanã",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo encontrado com sinais de tortura em Manacapuru é de jovem desaparecido desde a semana passada,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficante é preso em Manaus com munições e fardamento falso da polícia de SP,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso no interior do AM após roubar cartão de banco de uma amiga,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PM prende em flagrante homem que invadiu casa para roubar,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla é presa após tentar assaltar uma casa na Zona Norte de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Tenente-coronel da Polícia Militar é preso após esfaquear esposa e enteado,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Foragido da Justiça do Acre por crime de estupro é capturado no interior do Amazonas,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Polícia Civil prende homem investigado por roubos praticados no bairro Lírio do Vale,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Em Itacoatiara, PC-AM prende homem por estupro de vulnerável contra as próprias filhas",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Trio que assaltou ônibus da linha 676 é preso em flagrante,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Homem de 41 anos é preso por ameaçar a violentar psicologicamente a própria mãe idosa,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Motoristas de aplicativo são feitos reféns e forçados a participar de assaltos em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Traficante morre em troca de tiros com a polícia na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Irmãos são assassinados por bandidos que invadiram a casa onde eles estavam com a família,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia Civil divulga imagem de frentista que desapareceu no bairro Novo Israel,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Maraã, Polícia Civil apreende quatro armas e munições utilizadas por piratas do rio",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Justiça de SP decreta prisão de ex-namorado de adolescente assassinada no interior do estado,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Feto é encontrado por morador de rua que procurava comida em uma lixeira no Nova Cidade,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente e bebê de 1 ano são resgatados de cativeiro; jovem estava sendo torturada e estuprada,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Dupla é presa em flagrante por furto de arma e munições no bairro Parque Dez,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Assaltante é preso após roubo de celulares no bairro Cidade de Deus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Fugitivo por roubo é recapturado em abordagem na zona leste de Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Pai encontra corpo de filho nas águas do rio Negro,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Rocam recupera objetos eletrônicos furtados em festas de carnaval, em Manaus",Agressão com Objeto,Lesão com instrumento contundente,alta,NA,Agressão com Objeto,NA
"Em Maraã, PC-AM prende homem em flagrante com maconha tipo skunk avaliada em R$ 80 mil",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Militar demantela boca de fumo no bairro Colônia Antônio Aleixo,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Dupla suspeita de roubo e sequestro morre em confronto com a Polícia Militar em Ipixuna,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Operação contra suspeitos de pirataria termina com dois mortos e três presos, em Benjamin Constant",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Alvarães, PC-AM prende dupla por porte ilegal de arma de fogo, munição e tentativa de homicídio",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é preso pela Polícia Civil em Apuí por homicídio qualificado ocorrido em 2008,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Em Apuí, Polícia Civil prende homem por estupro de vulnerável contra a filha adolescente",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Nurrc: PC-AM cumpre mandado de prisão de suspeito de assalto a ônibus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"Família é presa por coação de testemunha em caso de assalto à loja de celulares, em Envira",Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"No período de Carnaval, casos de estelionato têm aumentado no Amazonas",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem suspeito de clonar cartões de crédito é preso no bairro Cidade de Deus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"PC-AM resgata adolescente em situação de maus-tratos, estupro e agressões em zona rural de Maraã",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Polícia apreende armamento pesado utilizado por ‘piratas dos rios’ em Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Corpo de homem esquartejado é encontrado em lixeira na zona leste de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Adolescente de 15 anos é executado com 10 tiros em Manaus; suspeito é perseguido e preso,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Dupla é presa por tráfico de drogas em Barreirinha,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Idoso e mulher são presos por explorarem sexualmente adolescente no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Pai e filho são presos por estuprarem adolescente de 13 anos; eles são da família da vítima,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
STF analisa nesta sexta decisão de Dino sobre emendas parlamentares,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Exército Brasileiro apreende uma tonelada de maconha na fronteira com a Colômbia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Novos armamentos e portes são entregues a Guarda Municipal de Manaus nesta quinta-feira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Polícia apreende 1,3 tonelada de maconha escondida na mata no interior do AM",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Homem leva facada no peito e morre no meio da rua, no Coroado",Esfaqueamento,Lesão com instrumento cortante,alta,NA,Esfaqueamento,NA
Pai e filha são presos por sequencia de roubos de pneus e aros de carros,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Bando invade casa do PM na zona leste de Manaus; um dos suspeitos morreu baleado em confronto,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagem de homem procurado por esfaquear mulher durante roubo a ônibus em Manaus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Polícia prende 'amigo da família' que estuprou criança por mais de três anos,Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Policiais prendem homem que tentou matar a companheira com uma faca no bairro Ponta Negra,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia Civil prende homem em flagrante por furto praticado em Santo Antônio do Içá,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
'Mister X' é preso suspeito de tráfico de drogas no bairro Praça 14,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Professor de jiu-jítsu é preso por estupro de vulnerável e perseguição a alunas em Novo Airão,Estupro,Estupro consumado,extrema,NA,Estupro,NA
Mãe é presa por ‘vender’ a filha por R$ 100 para quitar dívida com o tráfico no interior do AM,Tráfico de Drogas/Facções,Tráfico associado a facção criminosa,alta,NA,Tráfico de Drogas/Facções,NA
Prefeitura de Boa Vista do Ramos vai entregar quase 5 mil kits escolares aos alunos da rede pública,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Ex-funcionários de concessionária roubam 34 carros e criam a própria loja; dois foram presos,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Pai encontra corpo do próprio filho desaparecido enterrado em cova rasa no Iranduba,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Professor de jiu-jítsu é preso por crimes contra alunas em Novo Airão,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia prende homem envolvido em roubo à residência e sequestro na Ponta Negra,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"PF apreende R$7,5 mil em cédulas falsas, que seriam distribuídas durante Carnaval em Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Homem é preso por invadir concessionária de água e esgoto para furtar cabos de energia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia frustra assalto a mercadinho e prende trio armado na Cidade de Deus,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
"PM apreende rifle, carabina e munições na zona oeste de Manaus",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Receita Federal apreende drogas em bagagens no aeroporto de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Repórter é preso suspeito de aplicar golpes contra idosos em Nova Olinda do Norte,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PC-AM prende homem por descumprimento de medida protetiva e perseguição contra ex-companheira,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Em Alvarães, PC-AM prende homem por violência psicológica e tentativa de invasão de duas casas",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia transfere quatro detentos de Atalaia do Norte para unidade prisional de Tabatinga,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia divulga imagem de homem procurado por roubo majorado em Coari,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Suspeito de realizar roubos a comércios é preso no bairro Tancredo Neves,Roubo/Assalto,Roubo/assalto com confronto,alta,NA,Roubo/Assalto,NA
Fugitivo na Justiça pelos crimes de homicídio e tráfico de drogas é recapturado em Humaitá,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Polícia prende homem envolvido em sessão de tortura praticada em via pública no interior do AM,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Civil divulga imagem de homem que desapareceu em Manacapuru,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Traficantes são presos com droga avaliada em R$ 5 milhões na fronteira com a Colômbia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
PM e PF apreendem duas toneladas de droga no Amazonas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Mesmo entregando o celular, jovem de 21 anos é assassinado após assalto em Manaus",Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
Homem é executado a tiros dentro de bar enquanto assistia a jogo de futebol em Manaus,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Rocam prende 'Neymarzinho', foragido da Justiça especialista em roubus a ônibus coletivo",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Polícia Militar captura dois foragidos da Justiça em ocorrências distintas,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
'Nego do Borel' morre em confronto com a polícia,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Rocam apreende drogas ao abordar jovem em beco na zona Centro-Sul de Manaus,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
Fazendeiro é morto a tiros em estrada no sul do Amazonas,Homicídio,Homicídio consumado,extrema,NA,Homicídio,NA
"Homem é preso por tortura, estupro e cárcere privado de adolescente de 15 anos no interior do AM",Estupro de Vulnerável,Estupro de criança/adolescente,extrema,NA,Estupro de Vulnerável,NA
Homem é preso por estuprar menino de 7 anos; ele era amigo íntimo da família da vítima,Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
"Mulher facilitava estupros dos três filhos pelo companheiro, de 17 anos",Estupro,Estupro consumado,extrema,NA,Estupro,NA
"Polícia desarticula plano de ataque em escola no interior do AM, adolescente de 13 estaria envolvida",Não classificado com precisão,Requer análise manual,indefinida,NA,Não classificado com precisão,NA
